,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
4610,less wealthy,10458,Delicatessen,1/3/2020,09C,N,1,1/3/2020,40.85581427,-73.88732589,206,15,38900,2012240,2030770006,BX06
4611,wealthier,10018,American,3/8/2019,10E,N,1,3/8/2019,40.75239717,-73.98586596,105,4,8400,1015987,1008400001,MN17
4612,less wealthy,10457,Hamburgers,4/3/2019,10B,N,1,4/3/2019,40.84764735,-73.90076764,206,15,23100,2009453,2029000059,BX41
4613,wealthier,10006,American,8/2/2019,08A,N,1,8/2/2019,40.70807752,-74.01355111,101,1,1300,1001058,1000530041,MN25
4614,wealthier,10301,Chinese,2/4/2019,04L,Y,1,2/4/2019,40.63110576,-74.10118246,501,49,5900,5006847,5002510004,SI35
4615,wealthier,10033,Chinese,12/17/2019,10F,N,1,12/17/2019,40.85191782,-73.93483007,112,10,27100,1063931,1021640044,MN35
4616,wealthier,10009,American,5/2/2019,06B,Y,1,5/2/2019,40.72982076,-73.98079419,103,2,3400,1006022,1004410035,MN22
4617,wealthier,10004,Café/Coffee/Tea,12/2/2019,10F,N,1,12/2/2019,40.70210514,-74.01124890000001,101,1,900,1000006,1000057501,MN25
4618,less wealthy,11232,Chinese,2/21/2019,10F,N,1,2/21/2019,40.65565032,-74.00361847,307,38,8400,3010158,3006840040,BK32
4619,less wealthy,11231,American,12/7/2019,06D,Y,0,12/7/2019,40.67602395,-74.01443866,306,38,5300,3008805,3005980007,BK33
4620,less wealthy,11238,American,12/4/2019,06C,Y,1,12/4/2019,40.67901593,-73.97176313,308,35,16300,3028392,3011510008,BK64
4621,less wealthy,11220,Chinese,11/27/2019,08A,N,1,11/27/2019,40.63842918,-74.01007072,307,38,10400,3015857,3008500010,BK34
4622,less wealthy,11219,Jewish/Kosher,5/14/2019,10F,N,1,5/14/2019,40.63367291,-74.00070256,312,44,21600,3139989,3056880036,BK88
4623,less wealthy,11422,Donuts,11/27/2019,10F,N,1,11/27/2019,40.66483254,-73.73494620000001,413,31,65400,4289364,4136140001,QN05
4624,wealthier,10036,Chinese,2/6/2019,10I,N,1,2/6/2019,40.76033304,-73.99509437,104,3,12900,1076215,1010717501,MN15
4625,less wealthy,10468,Mexican,4/23/2019,10B,N,1,4/23/2019,40.86258027,-73.90930994,207,14,25700,2015105,2032340059,BX36
4626,less wealthy,11223,Eastern European,12/17/2019,10F,N,1,12/17/2019,40.59770158,-73.98543791,311,47,40200,3190714,3070920001,BK29
4627,wealthier,10018,Pizza/Italian,11/8/2019,08A,N,0,11/8/2019,40.75618542,-73.99056473,104,3,11500,1083268,1010320029,MN15
4628,less wealthy,11377,Bakery,9/12/2019,08C,N,1,9/12/2019,40.74201068,-73.91894043,402,26,18300,4433120,4001650024,QN31
4629,less wealthy,11222,Pizza,11/20/2019,10E,N,1,11/20/2019,40.72969375,-73.95757629,301,33,56500,3322609,3025620020,BK76
4630,less wealthy,11102,Delicatessen,4/23/2019,06D,Y,1,4/23/2019,40.76855934,-73.92494423,401,22,7100,4006851,4005740029,QN71
4631,less wealthy,11106,Italian,6/10/2019,06D,Y,1,6/10/2019,40.76075731,-73.92279079999999,401,22,6100,4008934,4006240003,QN70
4632,less wealthy,10469,Pizza,10/30/2019,08C,N,1,10/30/2019,40.87602148,-73.84941704,212,12,36400,2060675,2047360005,BX03
4633,less wealthy,11102,Chinese,5/15/2019,10F,N,1,5/15/2019,40.77040276,-73.91934258,401,22,6900,4017400,4008380115,QN71
4634,less wealthy,11220,Chinese,11/18/2019,10I,N,1,11/18/2019,40.63765261,-74.00729263,312,38,10400,3139847,3056860009,BK34
4635,less wealthy,10454,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/6/2019,10B,N,1,11/6/2019,40.80724268,-73.90818274,201,8,3300,2003873,2025750028,BX39
4636,less wealthy,11361,Pizza,6/24/2019,02B,Y,1,6/24/2019,40.76125244,-73.76986129,411,19,146700,4138262,4062870015,QN46
4637,wealthier,10314,Asian,8/28/2019,08A,N,1,8/28/2019,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
4638,less wealthy,11249,Mexican,2/12/2019,06D,Y,1,2/12/2019,40.713597799999995,-73.96372602,301,34,55100,3321289,3024170006,BK73
4639,less wealthy,11235,American,3/5/2019,10F,N,1,3/5/2019,40.58987778,-73.93984663,315,48,59600,3204766,3074460001,BK17
4640,less wealthy,11219,Jewish/Kosher,2/13/2019,02G,Y,1,2/13/2019,40.63724649,-73.99465307,312,44,22000,3137397,3056330056,BK88
4641,less wealthy,11374,Jewish/Kosher,4/18/2019,10F,N,1,4/18/2019,40.72859717,-73.85503359,406,29,71304,4050929,4021160001,QN17
4642,wealthier,10036,American,1/23/2019,04N,Y,1,1/23/2019,40.76427724,-73.99475835,104,3,12900,1027006,1010760060,MN15
4643,less wealthy,11385,Pizza/Italian,2/19/2019,06C,Y,1,2/19/2019,40.7019368,-73.88090761,405,30,62500,4089755,4036860057,QN19
4644,wealthier,10038,Sandwiches,8/6/2019,08C,N,1,8/6/2019,40.71090241,-74.00791026,101,1,1501,1001261,1000900023,MN25
4645,wealthier,10012,American,10/8/2019,02G,Y,1,10/8/2019,40.72473629,-73.99734105,102,1,4300,1079998,1005110008,MN24
4646,less wealthy,11238,American,9/7/2019,08A,N,1,9/7/2019,40.68820836,-73.96278074,302,35,19700,3055550,3019470032,BK69
4647,less wealthy,11434,Donuts,4/25/2019,06C,Y,1,4/25/2019,40.68572827,-73.79349507,412,28,19000,4536722,4119800011,QN76
4648,less wealthy,11413,Donuts,5/20/2019,04N,Y,1,5/20/2019,40.68071811,-73.75280179,412,27,35200,4592673,4127230009,QN08
4649,less wealthy,11435,Donuts,5/3/2019,10H,N,1,5/3/2019,40.70252282,-73.81388869,412,24,21200,4213687,4099750001,QN61
4650,wealthier,10011,Café/Coffee/Tea,8/20/2019,10F,N,1,8/20/2019,40.74670539,-74.00182615,104,3,9300,1077236,1007217501,MN13
4651,less wealthy,11217,Thai,10/24/2019,08A,N,1,10/24/2019,40.67731862,-73.97985399,306,39,13100,3019564,3009490049,BK37
4652,wealthier,10011,French,6/27/2019,10F,N,1,6/27/2019,40.74334566,-73.99388667,104,3,9100,1014807,1007980061,MN13
4653,wealthier,10312,Pizza,3/28/2019,02B,Y,1,3/28/2019,40.56172054,-74.19444146,503,51,22800,5112496,5059650040,SI05
4654,less wealthy,11201,Middle Eastern,5/13/2019,10B,N,1,5/13/2019,40.69134891,-73.9977102,302,33,700,3002253,3002580101,BK09
4655,less wealthy,11231,Bakery,3/28/2019,10F,N,1,3/28/2019,40.68484919,-73.99468529,306,33,6900,3006486,3004080008,BK38
4656,less wealthy,11208,Donuts,8/12/2019,10B,N,1,8/12/2019,40.67898635,-73.86481493,305,37,118800,3094136,3041840064,BK83
4657,wealthier,10017,Sandwiches,5/30/2019,09C,N,1,5/30/2019,40.75402777,-73.97205606,106,4,9000,1037986,1013210001,MN19
4658,wealthier,10307,American,6/22/2019,06D,Y,1,6/22/2019,40.51492287,-74.24266267,503,51,24800,5107883,5080200059,SI11
4659,wealthier,10019,Irish,9/9/2019,10F,N,1,9/9/2019,40.76366479,-73.98936879,104,3,13300,1026683,1010600029,MN15
4660,less wealthy,11205,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/26/2019,10F,N,1,11/26/2019,40.69068699,-73.95537993,303,36,23300,3055435,3019420027,BK75
4661,wealthier,10024,Hamburgers,2/1/2019,04N,Y,1,2/1/2019,40.78088616,-73.97626584,107,6,16100,1030211,1011490031,MN12
4662,less wealthy,11430,Sandwiches,10/16/2019,10H,N,1,10/16/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
4663,less wealthy,11201,American,3/12/2019,10F,N,1,3/12/2019,40.69034367,-73.98755953,302,33,3700,3000435,3001550001,BK38
4664,wealthier,10312,"Ice Cream, Gelato, Yogurt, Ices",5/29/2019,10F,N,1,5/29/2019,40.53265421,-74.19217295,503,51,20804,5107783,5068150058,SI32
4665,wealthier,10026,Donuts,1/7/2020,10F,N,1,1/7/2020,40.8015588,-73.94856898,110,9,19000,1085936,1016007501,MN11
4666,wealthier,10065,Donuts,10/25/2019,10F,N,1,10/25/2019,40.76412994,-73.95868779,108,5,11800,1044741,1014410023,MN31
4667,less wealthy,11358,Donuts,12/13/2019,02B,Y,1,12/13/2019,40.77262527,-73.79515253,407,19,108500,4132743,4059610001,QN46
4668,less wealthy,11203,Tex-Mex,2/11/2019,10B,N,1,2/11/2019,40.64360024,-73.94281045,317,45,83200,3111590,3049530002,BK91
4669,wealthier,10118,Café/Coffee/Tea,3/14/2019,08A,N,1,3/14/2019,40.7482689,-73.98469027,105,4,7600,1015862,1008350041,MN17
4670,wealthier,10007,Sandwiches/Salads/Mixed Buffet,4/8/2019,06A,Y,1,4/8/2019,40.71508257,-74.0095665,101,1,2100,1001480,1001367503,MN24
4671,less wealthy,11222,American,2/25/2019,10F,N,1,2/25/2019,40.7334293,-73.95053776,301,33,57900,3064224,3025240039,BK76
4672,wealthier,10004,American,2/22/2019,06D,Y,1,2/22/2019,40.70394698,-74.01029705,101,1,900,1000836,1000290022,MN25
4673,wealthier,10302,Sandwiches/Salads/Mixed Buffet,12/31/2019,06D,Y,1,12/31/2019,40.62511334,-74.14509381,501,49,24700,5026423,5011410001,SI28
4674,wealthier,10010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/12/2019,04H,Y,0,12/12/2019,40.74071293,-73.9876403,105,2,5600,1016295,1008510055,MN13
4675,wealthier,10022,American,3/4/2019,06C,Y,1,3/4/2019,40.76068395,-73.97261999,105,4,10200,1087101,1012907501,MN17
4676,less wealthy,11103,Brazilian,12/6/2019,10F,N,1,12/6/2019,40.76163763,-73.91776131,401,22,15500,4010626,4006607503,QN70
4677,less wealthy,11211,Jewish/Kosher,1/29/2019,06D,Y,1,1/29/2019,40.70447244,-73.95857342,301,33,53300,3060171,3021990022,BK72
4678,wealthier,10314,American,8/7/2019,10F,N,1,8/7/2019,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
4679,less wealthy,11220,Mexican,12/9/2019,10F,N,1,12/9/2019,40.6478028,-74.00749194,307,38,9600,3011647,3007480107,BK34
4680,less wealthy,11215,Pizza,10/4/2019,06A,Y,1,10/4/2019,40.65871759,-73.98179149,307,38,16900,3016612,3008710009,BK40
4681,wealthier,10022,"Juice, Smoothies, Fruit Salads",8/30/2019,10F,N,1,8/30/2019,40.7602179,-73.96462462,106,4,10800,1038634,1013320029,MN19
4682,less wealthy,10462,Pizza,2/4/2019,08A,N,1,2/4/2019,40.83600799,-73.85525038,209,18,22200,2028983,2039330108,BX46
4683,less wealthy,11385,Hamburgers,7/31/2019,10B,N,1,7/31/2019,40.70043701,-73.90299641,405,34,55300,4086216,4035720006,QN20
4684,less wealthy,11225,Caribbean,3/14/2019,08A,N,1,3/14/2019,40.66437652,-73.95098206,309,35,31900,3324551,3013090001,BK63
4685,wealthier,10012,"Bottled beverages, including water, sodas, juices, etc.",8/20/2019,06D,Y,0,8/20/2019,40.72970708,-74.00074326,102,1,6500,1077802,1005420047,MN23
4686,less wealthy,11358,Chinese,5/14/2019,10I,N,1,5/14/2019,40.76103569,-73.80390233,407,20,117100,4120432,4053340025,QN51
4687,less wealthy,10462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/21/2019,02B,Y,1,11/21/2019,40.85259305,-73.86775379,211,13,22404,2095028,2042870005,BX49
4688,less wealthy,10473,Chicken,11/27/2019,06D,Y,1,11/27/2019,40.82411753,-73.85947852,209,18,4200,2116025,2036710004,BX09
4689,less wealthy,10469,Chicken,2/11/2019,10F,N,1,2/11/2019,40.86644069,-73.86116035,211,13,34200,2053817,2045150013,BX31
4690,less wealthy,11366,Hamburgers,5/6/2019,10F,N,1,5/6/2019,40.72165106,-73.80394651,408,24,124100,4150949,4069720021,QN38
4691,wealthier,10024,Pizza,2/14/2019,06C,Y,1,2/14/2019,40.78792383,-73.97683751,107,6,17100,1081052,1012330011,MN12
4692,less wealthy,10465,American,4/18/2019,10F,N,1,4/18/2019,40.81955171,-73.81754885,210,13,13200,2080465,2055760107,BX52
4693,less wealthy,10462,Hamburgers,2/11/2019,08A,N,1,2/11/2019,40.83775375,-73.85975679,209,18,21200,2096641,2039387501,BX46
4694,less wealthy,11354,Japanese,2/7/2019,04M,Y,1,2/7/2019,40.76095422,-73.83027924,407,20,87100,4534816,4049787501,QN22
4695,less wealthy,11354,Korean,3/13/2019,06C,Y,1,3/13/2019,40.76401934,-73.8316143,407,20,86900,4311684,4049580041,QN22
4696,wealthier,10022,Tex-Mex,4/26/2019,10F,N,1,4/26/2019,40.75744266,-73.97379805,105,4,10200,1035464,1012860035,MN17
4697,wealthier,10036,Mexican,3/5/2019,10F,N,1,3/5/2019,40.75584655,-73.98051595,105,4,9600,1034245,1012610021,MN17
4698,less wealthy,11358,Chicken,6/1/2019,10F,N,1,6/1/2019,40.76340427,-73.80705401,407,19,117100,4119306,4052740001,QN51
4699,less wealthy,11356,Asian,12/30/2019,06D,Y,1,12/30/2019,40.78749256,-73.83735071,407,19,94500,4097283,4040110024,QN49
4700,wealthier,10302,American,6/10/2019,10F,N,1,6/10/2019,40.62554005,-74.1350872,501,49,20100,5024916,5010520026,SI07
4701,less wealthy,11215,American,3/19/2019,06D,Y,1,3/19/2019,40.67352407,-73.99176613,306,39,11900,3021555,3009910068,BK37
4702,wealthier,10033,American,10/24/2019,04H,Y,0,10/24/2019,40.8507722,-73.93786751,112,10,26500,1064275,1021760104,MN36
4703,wealthier,10128,American,5/28/2019,10F,N,1,5/28/2019,40.77791827,-73.94859814,108,5,14402,1050606,1015670045,MN32
4704,wealthier,10001,Spanish,12/26/2019,02G,Y,1,12/26/2019,40.74744649,-74.00061354,104,3,9300,1083597,1007480001,MN13
4705,wealthier,10022,Steak,10/25/2019,06C,Y,1,10/25/2019,40.76047633,-73.96601424,106,4,10800,1038607,1013310030,MN19
4706,wealthier,10026,American,5/28/2019,10F,N,1,5/28/2019,40.80224842,-73.95693388,110,9,21600,1087946,1018287505,MN11
4707,less wealthy,10461,"Ice Cream, Gelato, Yogurt, Ices",4/2/2019,10B,N,1,4/2/2019,40.85476229,-73.85485515,211,13,24800,2095029,2043060008,BX49
4708,less wealthy,11361,Italian,2/25/2019,10B,N,1,2/25/2019,40.75862285,-73.76844820000001,411,19,147100,4157337,4073310001,QN46
4709,less wealthy,10467,Sandwiches,9/11/2019,06B,Y,1,9/11/2019,40.86561361,-73.86736263,211,15,33600,2053534,2045080001,BX07
4710,less wealthy,11372,Asian,10/3/2019,02B,Y,1,10/3/2019,40.74897345,-73.89151703,403,25,28900,4029828,4012850040,QN28
4711,less wealthy,11201,Chinese,5/2/2019,10I,N,1,5/2/2019,40.68888664,-73.99274141,302,33,4300,3002829,3002790020,BK38
4712,wealthier,10013,American,1/8/2019,04C,Y,1,1/8/2019,40.7164828,-73.9999531,103,1,2900,1076900,1001990001,MN27
4713,less wealthy,11222,Japanese,8/26/2019,10I,N,0,8/26/2019,40.72870959,-73.95361170000001,301,33,56100,3065102,3025730013,BK76
4714,less wealthy,11220,Chinese,4/17/2019,10F,N,1,4/17/2019,40.63875059,-74.00617938,307,38,10600,3014820,3008260042,BK34
4715,wealthier,10013,French,1/14/2020,02B,Y,0,1/14/2020,40.71964462,-74.00595963,101,1,3300,1002178,1001910011,MN24
4716,wealthier,10022,Pizza,12/3/2019,10F,N,1,12/3/2019,40.75948058,-73.96810476,106,4,10000,1036524,1013100040,MN19
4717,less wealthy,11220,Vietnamese/Cambodian/Malaysia,2/14/2019,06E,Y,1,2/14/2019,40.63670253,-74.01189359,307,38,11800,3143553,3057840041,BK34
4718,less wealthy,11102,Italian,12/27/2019,04K,Y,0,12/27/2019,40.76978247,-73.92761082,401,22,7900,4006296,4005490017,QN71
4719,less wealthy,11103,Pizza,11/19/2019,06E,Y,1,11/19/2019,40.76011998,-73.91804836,401,22,15500,4011107,4006780021,QN70
4720,wealthier,10012,Tapas,3/16/2019,10B,N,1,3/16/2019,40.72792572,-74.00192305,102,3,6500,1008341,1005260084,MN23
4721,wealthier,10103,Donuts,5/13/2019,02G,Y,1,5/13/2019,40.76054207,-73.97642111,105,4,10400,1034520,1012687502,MN17
4722,less wealthy,11226,Caribbean,10/16/2019,10F,N,1,10/16/2019,40.65066141,-73.95228953,317,40,82400,3117258,3051050008,BK95
4723,wealthier,10012,Japanese,9/5/2019,10I,N,1,9/5/2019,40.72962749,-73.99971135,102,1,6500,1008669,1005390012,MN23
4724,wealthier,10028,Café/Coffee/Tea,11/7/2019,06C,Y,1,11/7/2019,40.77851311,-73.96053475,108,4,14200,1046749,1014940015,MN40
4725,less wealthy,11435,Caribbean,11/14/2019,08A,N,1,11/14/2019,40.69822026,-73.80635982,412,28,20800,4214489,4100260009,QN61
4726,less wealthy,11358,Pizza,4/12/2019,02B,Y,1,4/12/2019,40.76265513,-73.78550524,411,19,113300,4136026,4061450033,QN46
4727,less wealthy,11207,Chinese,7/29/2019,06C,Y,1,7/29/2019,40.66718628,-73.89922039,305,42,113400,3084260,3037670001,BK85
4728,wealthier,10013,American,11/14/2019,10F,N,1,11/14/2019,40.72368494,-74.00542605,102,3,3700,1087915,1004770068,MN24
4729,less wealthy,11378,"Ice Cream, Gelato, Yogurt, Ices",5/7/2019,04L,Y,1,5/7/2019,40.72761461,-73.89547379,405,30,49302,4058518,4025000025,QN30
4730,wealthier,10002,Mediterranean,12/4/2019,02B,Y,0,12/4/2019,40.71416292,-73.98879595,103,1,600,1003616,1002840016,MN28
4731,less wealthy,11237,Asian,8/27/2019,10F,N,1,8/27/2019,40.70211907,-73.92419702,304,34,42900,3072949,3032090033,BK77
4732,less wealthy,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/1/2019,04L,Y,1,5/1/2019,40.6505395,-74.00467049,307,38,8200,3324369,3007140044,BK32
4733,wealthier,10022,Irish,3/12/2019,06D,Y,1,3/12/2019,40.75540737,-73.96814642,106,4,9800,1038445,1013240029,MN19
4734,less wealthy,11428,Pizza,1/15/2019,10F,N,1,1/15/2019,40.72841477,-73.73582886,413,23,55400,4230225,4107400027,QN34
4735,wealthier,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/11/2019,02B,Y,1,9/11/2019,40.85179811,-73.93192756,112,10,27100,1063971,1021660052,MN35
4736,wealthier,10016,Italian,9/26/2019,06E,Y,1,9/26/2019,40.74266892,-73.98033577,106,2,7000,1019914,1009100001,MN20
4737,less wealthy,11358,Korean,10/25/2019,02G,Y,0,10/25/2019,40.761975299999996,-73.80282382,407,19,117100,4119562,4052850033,QN51
4738,wealthier,10036,American,7/23/2019,10J,N,1,7/23/2019,40.75762868,-73.98580348,105,3,11900,1024714,1010160036,MN17
4739,wealthier,10036,Café/Coffee/Tea,9/18/2019,10B,N,1,9/18/2019,40.75762868,-73.98580348,105,3,11900,1024714,1010160036,MN17
4740,less wealthy,11102,Hamburgers,4/25/2019,10F,N,1,4/25/2019,40.7671795,-73.92198909999999,401,22,7100,4007699,4005950103,QN71
4741,wealthier,10312,Pizza/Italian,6/13/2019,06F,Y,1,6/13/2019,40.5460418,-74.15922399,503,51,15601,5073183,5052300033,SI54
4742,less wealthy,11222,American,8/22/2019,04L,Y,0,8/22/2019,40.71891527,-73.94515538,301,34,47700,3067947,3027250121,BK90
4743,wealthier,10306,Pizza/Italian,4/4/2019,08A,N,1,4/4/2019,40.57357932,-74.11682167,502,50,13400,5057393,5042090026,SI45
4744,less wealthy,10452,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/29/2019,06C,Y,1,7/29/2019,40.83583091,-73.92163003,204,16,19700,2003027,2024960058,BX63
4745,wealthier,10014,Pizza,5/9/2019,02B,Y,1,5/9/2019,40.72913057,-74.00523166,102,3,6700,1008402,1005280056,MN23
4746,less wealthy,11374,Donuts,5/8/2019,09C,N,1,5/8/2019,40.7298982,-73.86170932,406,29,71701,4050423,4020880018,QN18
4747,wealthier,10029,Mexican,9/9/2019,06C,Y,1,9/9/2019,40.78746902,-73.95267863,111,4,16002,1051450,1016020042,MN33
4748,less wealthy,10457,Pizza,9/17/2019,04L,Y,1,9/17/2019,40.84671859,-73.89647868,206,15,39500,2011437,2030430077,BX01
4749,less wealthy,10462,Delicatessen,12/27/2019,10H,N,1,12/27/2019,40.8314076,-73.84458943,209,13,9600,2094889,2038400100,BX59
4750,less wealthy,11203,Caribbean,9/16/2019,04M,Y,1,9/16/2019,40.65137089,-73.93788455,317,45,85800,3109785,3048960003,BK91
4751,less wealthy,11368,"Juice, Smoothies, Fruit Salads",3/13/2019,10F,N,1,3/13/2019,40.75277879,-73.86418456,403,21,40500,4044327,4017690074,QN26
4752,less wealthy,11372,Bakery,11/20/2019,10F,N,1,11/20/2019,40.74813766,-73.87915369,403,21,27900,4036273,4014750042,QN28
4753,wealthier,10019,American,2/25/2019,06C,Y,1,2/25/2019,40.76223281,-73.97629778,105,4,10400,1034808,1012707501,MN17
4754,wealthier,10303,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/1/2018,04A,Y,1,6/1/2018,40.63239303,-74.15517591,501,49,23100,5027175,5011920001,SI12
4755,less wealthy,11222,American,1/15/2020,04L,Y,0,1/15/2020,40.72357603,-73.95155527,301,33,56900,3322677,3026450036,BK76
4756,wealthier,10128,American,11/19/2019,10F,N,1,11/19/2019,40.7811979,-73.94783009,108,5,15400,1050222,1015540031,MN32
4757,wealthier,10002,Bakery,10/21/2019,04H,Y,1,10/21/2019,40.71828871,-73.99427497,103,1,1800,1005648,1004230028,MN27
4758,less wealthy,11356,American,10/22/2019,06F,Y,0,10/22/2019,40.78749256,-73.83735071,407,19,94500,4097283,4040110024,QN49
4759,wealthier,10013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/30/2019,06D,Y,1,4/30/2019,40.72015249,-74.00381318,101,1,3300,1002703,1002100001,MN24
4760,less wealthy,11356,Korean,1/3/2020,02G,Y,0,1/3/2020,40.78749256,-73.83735071,407,19,94500,4097283,4040110024,QN49
4761,wealthier,10007,American,7/30/2019,10F,N,1,7/30/2019,40.71600194,-74.01101678,101,1,2100,1066187,1001377502,MN24
4762,wealthier,10309,Café/Coffee/Tea,1/17/2019,09C,N,1,1/17/2019,40.52775251,-74.23187123,503,51,22600,5150130,5075110001,SI11
4763,wealthier,10009,Café/Coffee/Tea,3/21/2019,10F,N,1,3/21/2019,40.72706494,-73.98037286,103,2,3400,1005143,1004040035,MN22
4764,less wealthy,11235,Pizza,4/10/2019,06D,Y,1,4/10/2019,40.58776501,-73.96039588,313,48,37000,3196031,3072240100,BK19
4765,less wealthy,10467,Chinese,4/23/2019,10F,N,1,4/23/2019,40.86545315,-73.86626746,211,15,33800,2053580,2045100001,BX07
4766,less wealthy,11426,Donuts,4/2/2019,10F,N,1,4/2/2019,40.72480498,-73.72286227,413,23,161700,4176886,4086590001,QN43
4767,less wealthy,11106,Brazilian,7/15/2019,10F,N,1,7/15/2019,40.75649356,-73.92955642,401,26,5300,4008030,4006040048,QN70
4768,less wealthy,11203,Caribbean,5/10/2019,06C,Y,1,5/10/2019,40.650679499999995,-73.94376657,317,45,85600,3109473,3048890010,BK91
4769,wealthier,10003,Indian,7/8/2019,02G,Y,1,7/8/2019,40.7261765,-73.98632613,103,2,3800,1006244,1004470030,MN22
4770,less wealthy,11432,American,2/22/2019,09C,N,1,2/22/2019,40.71724208,-73.80343285,408,24,126700,4442431,4068580001,QN38
4771,wealthier,10022,Middle Eastern,8/7/2019,06E,Y,1,8/7/2019,40.75842597,-73.9659431,106,4,10800,1038585,1013290026,MN19
4772,less wealthy,11430,Asian,5/16/2019,08A,N,1,5/16/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
4773,less wealthy,11430,American,3/7/2019,02G,Y,1,3/7/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
4774,less wealthy,11430,American,3/7/2019,06D,Y,1,3/7/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
4775,less wealthy,11430,American,10/17/2019,06F,Y,1,10/17/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
4776,less wealthy,11430,American,11/21/2019,10F,N,1,11/21/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
4777,less wealthy,11430,Sandwiches/Salads/Mixed Buffet,10/17/2019,10H,N,1,10/17/2019,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
